,name,product_id,product_idx
427,Friggs Maiskaker Snackpack Cheese Glutenfri 25.00 g,28849,2091
428,Stanges Gårdsprodukter Andebryst  345.00 g,18151,1071
429,Philadelphia Philadelphia med Melkesjokolade  160.00 g,30747,2395
430,Finsbråten Grillpølser  8.00 stk,29221,2155
431,Toro Ertestuing Original  167.00 g,6361,455
432,"Tine TineMelk Lett 0,7%, Økologisk 1.00 l",2239,221
433, Hellstrøm Ekstra Virgin Olivenolje  0.50 l,23624,1347
434,Go Vegan Go'vegan Ost  400.00 g,28068,1942
435,"Domstein Fersk Skreifilet Med Skinn, Villfanget 400.00 g",28327,2026
436,Tine Piano Vaniljesaus 3pk 0.75 l,8214,541
437,Nordfjord Fårepølse  150.00 g,4657,340
438,Helios Hakkede Tomater Økologisk 400.00 g,30246,2320
439,Hatting True Style Potato Hamburgerbrød 4 stk 320.00 g,32671,2847
440,Chatham Village Krutonger Med Havsalt & Pepper  142.00 g,9866,711
441,Mere Mat Fiskesuppe  500.00 g,31184,2503
442,Lofoten Burger m/Sjalottløk & Fløte 86% 500.00 g,30925,2431
443,REMA 1000 Olivenolje  1.00 l,8752,620
444,Iceland Nacho Spicy Bønneburger 2 stk 270.00 g,31613,2632
445,Findus Kapteinens Fylte Rødspette Med Reke- og Champignonsaus 300.00 g,16194,973
446,Grandiosa Grandiosa Glutenfri Pizza  590.00 g,3244,256
447,Tine Biola Jordbær & Rabarbradrikk  1.00 l,25472,1538
448,Kikkoman Soyasaus Glutenfri  250.00 ml,10646,740
449, Knutekål Italia 180.00 g,26338,1647
450,Finsbråten Fleskepølse  150.00 g,17899,1064
451, Fiken Brasil 4.00 stk,19684,1166
452,Hönö Hönö Skärgårdskaka  750.00 g,32347,2771
453,Blue Dragon Vårrull Wrap 12 stk 134.00 g,29328,2171
454,Semper Knekkebrød Med Surdeig Glutenfri 130.00 g,23340,1326
455,Strøm-Larsen Medisterkaker  500.00 g,16834,1015
456,REMA 1000 Tunfisk i Vann  185.00 g,30306,2337
457,Grilstad Fjordskinke  70.00 g,31460,2588
458,La Cestita Rød paprika med hvitløk Pimientos 290.00 g,24847,1461
459,Toro Thaisuppe Red Curry  84.00 g,19336,1135
460,Grandiosa Fredagspizza  540.00 g,32683,2851
461,Grønne Folk Chili sin carne  370.00 g,28311,2017
462,"Oda Lys lapskaus Fiks ferdig, 2 Porsjoner 800.00 g",32299,2767
463,Tine TineMelk Lett  0.50 l,12016,792
464, Portobello Sopp i Beger Polen/Holland 280.00 g,33150,2939
465,Sevan Hummus Med Soltørkede Tomater 275.00 g,27837,1894
466,Kulinaris Vanilje-Iskrem  0.50 l,19564,1149
467, Camembert  250.00 g,4726,346
468,Helios Svisker Økologisk 150.00 g,20302,1188
469,Strøm-Larsen Hellstrøms Indrefilet av Angus Til 4 Personer 800.00 g,26076,1602
470,Petti Cherry Tomater  400.00 g,29518,2192
471, Pampas Entrecôte Av Storfe 100% Grass Fed 250.00 g,29500,2188
472,Kavli Korni Flatbrød  275.00 g,5941,396
473,Tine Pultost Løiten  180.00 g,12286,829
474,Kolonihagen Mini Brie Økologisk 150.00 g,26230,1623
475,Taga Salchichon Spekepølse  225.00 g,23229,1306
476,Prima Asparges Hele  330.00 g,8828,637
477,Hälsans Kök Plant-based Burger  300.00 g,13420,868
478,Tine Go'morgen Gresk Naturell med Crüsli 195.00 g,12076,799
479,Tine Edamer  850.00 g,23951,1381
480," Minimais Ferske, Thailand 125.00 g",22471,1273
481,Tine Go'morgen Bringebær Uten Tilsatt Sukker 730.00 g,32867,2896
482,"Stanges Gårdsprodukter Flatbird Med Oregano, Hvitløk & Paprika  700.00 g",30935,2438
483,Lofoten Pro Burger Ost & Bacon 65% 250.00 g,30927,2433
484,Q-meieriene Q Vanilje Barneyoghurt  135.00 g,31362,2573
485,Brisk Knekkebrød med Tomat Glutenfri 200.00 g,24975,1484
486,Strøm-Larsen Hellstrøms Indrefilet av Angus Til 1 Person 200.00 g,26074,1600
487,Old El Paso Tortilla Strips Original Salt  185.00 g,27632,1840
488,Gaea Grønne Oliven Uten Sten  290.00 g,29207,2146
489,REMA 1000 Tikka Masala Saus  350.00 g,13786,890
490,Maarud Tortilla Mix Cheese & Hot Sweet Chili 185.00 g,30361,2339
491,Tine Ekte Hvit Geitost  330.00 g,12316,833
492, Rapidsalat Norge 1.00 stk,25804,1574
493,Brødverket Fersk Baguette Med Frø  1.00 stk,30651,2380
494,TIND Elg og Einebær Spekepølse  100.00 g,31347,2570
495,Delikat Grønnere Middag Med Bønner Og Oliven 300.00 g,11437,777
496,REMA 1000 Tortelloni Bolognese  500.00 g,16209,976
497,Grilstad Hel Rødvinsnabb  220.00 g,24952,1478
498,Toro Blomkål- & Brokkolisuppe Rett i Koppen 20.00 g,6319,449
499,REMA 1000 Pizzasnurrer 7 stk 420.00 g,26995,1730
500,Tine Milkshake Sjokolade  220.00 ml,8104,528
501,Helios Koriander Økologisk 15.00 g,29687,2243
502,Tulip Pulled Pork BBQ  500.00 g,32880,2903
503,Oatly Vaniljesaus Melkefri  0.25 l,2485,244
504,Kulinaris Sorbet av Mango  0.50 l,19597,1156
505,Goodly Goodly Makaroni Glutenfri Økologisk 500.00 g,25257,1510
506,REMA 1000 Baguette Grov Steinovnsbakt  250.00 g,13378,866
507, Manchego 3 mnd DOP  200.00 g,9941,728
508," Bifftomat Norge, 2 stk 500.00 g",26102,1610
509,Grønne Folk Bolognese Vegetar 370.00 g,28323,2022
510,Polly Småsulten Nøtter & Bær  60.00 g,830,131
511,Pågen Emma Fullkorn  400.00 g,12370,837
512,Valdres Ost Bufar  320.00 g,30687,2389
513, Salatblanding Premium Beger Spania/ Italia 400.00 g,26536,1677
514,"Rørosmeieriet Økologisk Tjukkmjølk 1,5% fett 1.00 l",28619,2057
515,Old El Paso Enchilada Kit  657.00 g,26866,1711
516,Dr. Oetker Pizza Rustica 4 Cheese  555.00 g,4276,304
517,Helios Pasta Speltskruer Økologisk 500.00 g,29619,2218
518,Homlagarden Økologisk Kyllingbryst Med Skinn  290.00 g,31242,2530
519,Toro Pizzafyll Mexicana  62.00 g,10742,760
520,Patak's Korma Cooking Saus  350.00 g,27199,1768
521,Helios Basmatiris Fullkorn Økologisk 700.00 g,20335,1190
522,"Oda Bønnetaco Fiks ferdig, 2 Porsjoner 800.00 g",32296,2764
523,Synnøve Synnøve Lett Gulost Skivet 16% 150.00 g,28317,2021
524,Philadelphia Philadelphia Krydder  175.00 g,30746,2394
525,Solvinge Ostegrill Kylling & Kalkun  325.00 g,18106,1069
526, Økologisk Ananas Costa Rica 1.00 stk,19438,1139
527,Lohmanders Bearnaise Hot  230.00 ml,19378,1137
528,Iceland Hvitløk & Ost Pizzabrød  245.00 g,31608,2630
529,Gilde Gildeburger 3xcheese 8 stk i pk 800.00 g,27505,1816
530, Piel de Sapo Melon Spania/ Brasil 1.00 stk,26226,1622
531,Maarud Peanøtter Røstet & Saltet 300.00 g,23353,1328
532,Sibelia Lobnobs  90.00 g,15214,935
533,Ek Gårdskjøkken Fersk Bearnaisesaus  175.00 ml,29001,2105
534,Petti Petti Passata Il Delicato  700.00 g,27151,1759
535,"Ytterøy Kylling Tapasboller av kylling, Med Soltørket tomat og oliven 300.00 g",27009,1735
536,Selbu Selbu Blå kraftig  150.00 g,31540,2618
537,Superbra Risotto Tomat og Basilikum 250.00 g,2161,213
538,Toro Lett Bearnaisesaus  21.00 g,10697,748
539,REMA 1000 Jalapeño Poppers Taste Lab 250.00 g,25125,1497
540,Polarbrød Hvete Polarbrød 16 Stk 600.00 g,28359,2034
541,"Ytterøy Kylling Kyllingfilet Naturell, Strimlet 300.00 g",27010,1736
542,Elins Drøm Knekkebrød Chia & Gulrot  150.00 g,31063,2465
543,Den Lille Nøttefabrikken Yoghurtnøtter  90.00 g,16576,1002
544,Pers Kjøkken Prosciutto Cotto  100.00 g,32254,2754
545,Knorr Aromat Krydder  90.00 g,7648,515
546,Blue Dragon Sweet & Sour Woksaus 120.00 g,7747,520
547,Ybarra Raps- og Olivenolje  750.00 ml,28788,2087
548, Røde Epler Discovery/Aroma Norge 1.25 kg,29986,2292
549,Fiskeriet Panert Fiskefilet Med Hvitløk  320.00 g,30265,2328
550,REMA 1000 Lasagneplater Fullkorn  500.00 g,19231,1130
551,Synnøve Gresk Yoghurt Vanilje & Granola  165.00 g,3535,268
552,Hovelsrud Gård Økologisk Hel kylling  2.40 kg,31885,2697
553,"Toro Peppersaus Økonomipakke, 4 poser 84.00 g",6364,456
554,Tine Yoghurt Skogsbær  850.00 g,32874,2899
555,Dr. Oetker Casa di Mama Quattro Formaggi  410.00 g,23862,1359
556,Sætre Kornmo Bakte Knekkebrød Chia  200.00 g,27951,1920
557,Rørosmeieriet Økologisk Røros Yoghurt Med Vanilje & Honning 470.00 g,30500,2366
558, Dim Sum Dumplings  20.00 stk,30399,2346
559,Kanda Kebab Porsjon  4.00 stk,30391,2343
560,Stensaas Reinsdyrskav  400.00 g,32356,2774
561,Grilstad Fersk Salami  80.00 g,32832,2885
562,Prima Mandariner Hermetisk 312.00 g,26492,1668
563, Roquefort Vernieres AOP  100.00 g,9935,727
564,Tine Styrk Kakao   1.00 l,12160,810
565,Go Vegan Go'vegan Grillpølser  400.00 g,31697,2671
566,Jamondul Serrano Gran Reserva  220.00 g,32392,2785
567,Brødr Ringstad Medisterkaker  6.00 stk,31887,2698
568,Stølsvidda Fjellgrisbacon Skivet 250.00 g,31496,2597
569,REMA 1000 Grillkrydder  300.00 g,8504,580
570,Strøm-Larsen Oksehaler Fryst 1.00 kg,15256,946
571,Saritas Tandoori Saus  360.00 g,10721,756
572,Tabasco TABASCO® Sauce  60.00 ml,31838,2692
573,Blue Dragon Yellow Curry Paste  110.00 g,29334,2176
574,Touch of Taste Oksefond med Rødvin  180.00 ml,27222,1774
575,Prima Kjøttkakesaus  4.00 stk,8526,583
576,Dr. Oetker Pizza Ristorante Diavola  370.00 g,28888,2096
577,Nordfjord Baby Back Ribs Tex Mex  700.00 g,32882,2904
578,Superbra Salsa Sterk Chili & Hvitløk Økologisk 240.00 g,25569,1547
579,Old El Paso Tortilla Bowls Chips  150.00 g,29210,2149
580,Gilde Medisterkaker  800.00 g,26928,1721
581,East Coast Gulfinnet Tunfiskfilet Uten Skinn & Ben 190.00 g,30862,2411
582,Døgnvill Døgnvill Chilisaus  100.00 g,32107,2732
583,Jarritos Jarritos Guava  0.37 l,32444,2798
584,Taga Spansk Salami Spekepølse  60.00 g,23242,1310
585,Findus Grønnsaks Nuggets  310.00 g,31573,2620
586,Blue Dragon Riseddik  150.00 ml,30604,2379
587,Bjerke Spekemat Rømmedressing Med Hvitløk  450.00 g,29152,2132
588,Petti Grovhakkede Tomater  400.00 g,27147,1756
589,Tine Piano Bringebærsaus   0.50 l,12325,834
590,Hatting Glutenfrie Rundstykker 4 stk 260.00 g,13720,882
591, Norske Aroma/ Rød Gravenstein Epler  4.00 stk,36619,3000
592,Helios Pesto Rød Piccante  130.00 g,29587,2210
593,Tine Go'morgen Vanilje Uten Tilsatt Sukker 730.00 g,32868,2897
594,Heinz Hakkede Tomater Naturell  390.00 g,30879,2422
595, Trippelsalat Norge 1.00 stk,10799,767
596,Tine Piano Jordbærgelé  1.00 l,23477,1335
597,Petti Petti Passata Il Delicato  350.00 g,27150,1758
598,Barilla Pastasaus Arrabbiata  400.00 g,27486,1808
599,Petti Pastasaus med Basilikum  300.00 g,30768,2404
600,Grønne Folk Gartnergryte Vegetar 370.00 g,28325,2024
601,Hälsans Kök Plant-based Sausage 6 stk 300.00 g,13426,870
602,Kolonihagen Kogurt Med Vanilje Økologisk 125.00 g,30269,2330
603,Toro Indisk Gryte Tikka Masala 113.00 g,746,113
604, Kylling Lårbiff Crispy 300.00 g,27007,1733
605,Toro Kardemomme Malt 13.00 g,17293,1037
606,Q-meieriene Din Skyr Banan & Pasjonsfrukt  160.00 g,32432,2789
607,Domstein Fersk Skreiloin Med Skinn 400.00 g,28328,2027
608,Toro Sitronpepper  95.00 g,6103,411
609,Mills Soft Flora Original  400.00 g,27323,1791
610,Toro Spinatsuppe Kremet  79.00 g,23345,1327
611,La Mia Grande La Mia Grande Salame Piccante  380.00 g,31905,2708
612, Røros-Flatbrød Økologisk  190.00 g,25946,1584
613,Den Gode Baker Økologiske Pitabrød Med Spelt 2.00 stk,31234,2523
614, Røde Pærer  Fred Italia 4.00 stk,28066,1941
615,Iliada Kalamata Olivenolje Extra Virgin  500.00 ml,9893,716
616,Wasa Knekkebrød Tynn Havre  225.00 g,33165,2948
617, Krydderblanding Gastromat  90.00 g,16873,1016
618,Plantego Asiatisk Quinoasalat  300.00 g,32532,2819
619," Store Saftige Røde Druer Red Globe, Peru 900.00 g",28064,1939
620,Dr. Oetker Pizza Ristorante Salame Mozzarella Pesto  360.00 g,28890,2097
621,Hatting Mini Pizzabunn 6 stk 390.00 g,31214,2511
622,Barilla Pastasaus Hvitløk & Urter  400.00 g,27488,1810
623, Kyllingbryst Pålegg Halal 100.00 g,27651,1852
624, Mascarpone  250.00 g,9929,725
625,Toro Potet Med Kjøtt Rett i Koppen 50.00 g,6310,448
626,Toro Kålrabistappe  85.00 g,735,106
627,Freia Karamelltopping  360.00 g,85,17
628,Øfas Vårruller med Grønnsaker  600.00 g,25149,1500
629,Villa Paradiso Villa Paradiso Pizza Ai Formaggi (Vegetar!) - Fersk  370.00 g,32811,2878
630, Ferdigkuttet Melonmiks i Beger  200.00 g,33787,2984
631,Tine Snøfrisk Ramsløk & Hvitløk  125.00 g,21259,1220
632,Big One Big One Giants Mighty Meat  810.00 g,30237,2317
633,Blue Dragon Woksaus Coconut & Lime  120.00 g,29204,2145
634,Bjerke Spekemat Vegetarpålegg Jalapeno  80.00 g,30664,2386
635,Gilde Nuggets Av Kylling og svinekjøtt  900.00 g,28266,2000
636,Ryvita Ryvita Sesam Knekkebrød 250.00 g,64,6
637,Toro Provencekrydder  21.00 g,6064,404
638,Barilla Pesto Basilico Peperoncino  195.00 g,33187,2955
639,Toro Karve  20.00 g,6112,412
640," Cherrytomater, Gule Spania 250.00 g",19705,1173
641,Berit Nordstrand Yokos Vanilje med Granolatopping  137.00 g,30907,2424
642,Blue Dragon Sushi Ginger  145.00 g,1576,191
643,Toro Rødvinsaus Original  31.00 g,10700,749
644," Ekstra Søte Appelsiner Med Blader, Spania 1.00 kg",27436,1800
645,Tonitto Iskrem Gul Vanilje  1.00 l,23186,1299
646,Hovelsrud Gård Økologisk Kyllingbryst Fersk 450.00 g,32833,2886
647,Hatting True Style Chicago Hamburgerbrød 2 stk 160.00 g,28914,2100
648,Iceland Skinke & Sjampinjong Pizza  401.00 g,31630,2638
649,Synnøve Gresk Yoghurt Salted Caramel  160.00 g,31389,2576
650,REMA 1000 Gorgonzola Dolce  150.00 g,26512,1672
651,Idun Thousand Island  450.00 g,552,74
652," Gourmetsalat Vasket, Spania/ Italia 200.00 g",27703,1863
653,Nøtteliten Linfrø  500.00 g,29775,2286
654,Strøm-Larsen Panert Kalvesnitzel 2 stk 500.00 g,30762,2401
655,Go Tan Sweet Chillisaus  640.00 ml,10969,774
656,Dr. Oetker Pizza Rustica Pepperoni  540.00 g,4297,308
657,Stokes Hoisin Sauce  300.00 g,33536,2983
658,Brødr Ringstad Sterk Østfolding Grov Pølse 3.00 stk,31892,2702
659,Nøtteliten Brente Mandler  150.00 g,30710,2391
660,Patak's Naanbrød Mini med Hvitløk & Koriander 4 stk 240.00 g,29213,2152
661, Saint Agur  115.00 g,18646,1103
662,Berit Nordstrand Mylk Barista  1.00 l,32784,2875
663,Oatly Oatly Havredrikk Sjokolade  250.00 ml,27309,1789
664, Den Leende Ku 8 pakker 140.00 g,21793,1250
665,Tine Snøfrisk Dill  125.00 g,2290,233
666,Jamondul Serrano Skinke  220.00 g,32394,2786
667,Toro Muskatnøtt Hel 12.00 g,6121,414
668,Salma SALMA Taco Med Fersk Tacosaus 400.00 g,27924,1916
669,Eriks Eriks Bearnaise  230.00 ml,9881,713
670,Domstein Smørflyndrefilet Villfisk 200.00 g,24903,1473
671,Grandiosa Grandiosa Taco Fiesta Pizza  547.00 g,28376,2037
672,Homlagarden Økologisk Kyllingkjøttdeig  500.00 g,31240,2528
673, Salami Halal 100.00 g,27649,1850
674,Dr. Oetker Ristorante Prosciutto  330.00 g,23877,1366
675,Toro Klar Grønnsaksuppe Rett i Koppen 20.00 g,6328,451
676,Barilla Grønnsakpasta Casarecce Kikerter  250.00 g,28427,2041
677,REMA 1000 Løvskåret Pepperskinke  100.00 g,4534,331
678,REMA 1000 Tørkede Erter  410.00 g,8770,623
679,Heinz Worcestershire Sauce  150.00 ml,5809,389
680, Rødløk Skivet Norge 250.00 g,19048,1125
681,Stanges Gårdsprodukter Kalkunbryst i Form  800.00 g,18178,1074
682,Food Collective Veggie Lasagne  400.00 g,31451,2587
683,REMA 1000 Pizza Prosciutto  434.00 g,13354,861
684,Dr. Oetker Ristorante Salame Glutenfri 315.00 g,25217,1504
685,Toro Løkpulver   86.00 g,14398,914
686,Pasta Zara Penne Fullkorn Rigate Intergrale 500.00 g,31664,2654
687,Domstein Levende Blåskjell  1.00 kg,29522,2194
688,Barilla Pesto Rosso  190.00 g,29592,2212
689,Dyre Gård Økologisk Eplemost  3.00 l,31493,2595
690,Strøm-Larsen Marinert Flintstek  800.00 g,12430,838
691,La Piersante Fersk Tagliatelle Håndlaget 300.00 g,31249,2534
692,Toro Tomat Pølsegryte  108.00 g,727,102
693," Chioggiabeter Ferske, Norge 500.00 g",23279,1321
694,Bjerke Spekemat Vegetarpålegg Pepper  80.00 g,30665,2387
695,Fiskeriet Panert Fiskefilet med Chili  320.00 g,30264,2327
696,Fjordland Bremykt Flytende  500.00 ml,28652,2058
697,Toro Toro Pannekaker Glutenfri 187.00 g,26827,1707
698,Santa Maria Sambal Oelek  200.00 g,16582,1003
699,Idun Thousand Island Maks 3% Fett  465.00 g,6574,469
700,Knorr Tomatsuppe Cup a Soup 3.00 stk,27809,1885
701, Store Celina Pærer Norge 4.00 stk,32168,2746
702,Den Stolte Hane Kyllingfilet Stekt Og Spiseklar Chili Og Ingefær  200.00 g,27879,1908
703," Spiremix, Spicymix av Brocolli, Reddik, Kløver Norge 50.00 g",26464,1661
704,Mr. Lee Chilikyllingsmak Kopp Nudler  65.00 g,32204,2753
705,Dr. Oetker Rustica Pizza Double Pepperoni 565.00 g,28891,2098
706,Hatting True Style Potato Pølsebrød 6 stk 300.00 g,32672,2848
707,Dovre Ysteri Økologisk Brie  150.00 g,31536,2615
708, Blå Kongo Delikatessepoteter Frankrike 500.00 g,30459,2353
709,Heinz Baked Beans  415.00 g,10927,771
710,Nøtteliten Paranøtter  usaltede  175.00 g,29771,2283
711,Tine Ekte Revet Lettost  200.00 g,32877,2900
712,Gorbys Gorbys Pirog Original  120.00 g,4234,301
713,Ideal Flatbrød Original  300.00 g,6967,480
714,Toro Grillkrydder  120.00 g,6133,416
715,Berit Nordstrand Havremylk Usøtet  1.00 l,27845,1900
716,Goodly Goodly Linsepasta Fusilli Økologisk Glutenfri 250.00 g,26757,1700
717," Stekemix med Aspargesbrokkoli, Gulrot & Løk Spania/ Norge 200.00 g",22492,1278
718,Lille Skinkefabrikk Chorizo  80.00 g,30081,2306
719,Gilde Ternet Bacon Av Bog  200.00 g,32543,2828
720,Brisk Glutenfri Pizzabunn Lettstekt  350.00 g,15945,965
721,Paradiso Artisjokkhjerter  390.00 g,10912,769
722,REMA 1000 Tagliatelle Glutenfri  250.00 g,21439,1224
723,Gilde Bøkerøkte Sommerkoteletter XXL 10 stk 1.80 kg,25688,1561
724,REMA 1000 Frityrolje  2.00 l,8710,613
725,Eimealt Kombucha Ingefær  250.00 ml,31066,2468
726,Touch of Taste Kalvefond  180.00 ml,27224,1776
727,Nordås Gårdskjøtt Karbonadedeig Av Elg Fryst 400.00 g,31208,2508
728,Sevan Bulgur Mellomgrov Midyat 1.00 kg,29548,2198
729,Brisk Glutenfri Havrebrød  500.00 g,15753,962
730,Fjordland Mini Havrelunsj Med Jordbær 2.00 stk,32553,2834
731,Q-meieriene Yoghurt Mousse Lime 70 Kcal 130.00 g,32678,2850
732,Helios Himalayasalt Økologisk 180.00 g,29678,2235
733,Dr. Oetker Ristorante Spinaci  390.00 g,23873,1363
734, Østers Sopp i Beger Polen/Holland 200.00 g,33152,2941
735,Bjerke Spekemat Salami Med Parmesan  100.00 g,29159,2136
736,Strøm-Larsen Økologisk Bratwurst Spikkerud Gård 3.00 stk,23759,1358
737,Fiskeriet Krepsehaler  200.00 g,8861,641
738,Hatting Glutenfrie Hamburgerbrød 4 stk 320.00 g,26364,1651
739,"Findus Kapteinens Fylte med Tomat,Spinat & Mozzarella  224.00 g",32770,2872
740,Go Tan Teriyaki Wok  240.00 ml,27231,1778
741,Tine Bestemorost  500.00 g,21571,1232
742,Den Stolte Hane Kylling Lårfilet Stekt & Spiseklar Taco  200.00 g,32578,2841
743,Munsj Lomper Flørtende Chili  8.00 stk,32468,2810
744,Kulinaris Sorbet av Sitron  0.50 l,19591,1155
745, Grana Padano  200.00 g,4369,312
746,Blue Dragon Rich Hoisin Sauce  190.00 ml,7426,507
747,Blue Dragon Sweet Chili Woksaus 120.00 g,27765,1874
748,Cocio Cocio Classic Flaske  400.00 ml,5122,377
749,Synnøve Synnøve Gudbrand Skivet  150.00 g,28718,2075
750,Ybarra Tapasoliven Store Gordal uten sten 240.00 g,31808,2688
751,Nøtteliten Økologiske Mandler  150.00 g,29741,2258
752,Kanda Chicken Cheeseburger 2 Stk 300.00 g,31036,2444
753,Nordfjord Miniburger Sliders av Storfe  360.00 g,11962,789
754,Toro Sort Pepper Malt  13.00 g,14401,915
755,Castello Kremoster Minimiks  100.00 g,25273,1515
756, Nypoteter Vivaldi Israel 1.50 kg,26309,1646
757,"Domstein Ørretfilet med Skinn Oppdrett, Fersk 200.00 g",24889,1469
758,Smoothie Xchange Acai Smoothie Pack Usøtet 400.00 g,31114,2488
759,Dr. Oetker Ristorante Prosciutto Glutenfri 345.00 g,30698,2390
760,MasalaMagic Nirus Curry Paste  200.00 g,24062,1398
761,Døgnvill Burgerdressing  250.00 ml,33361,2976
762,Strøm-Larsen Wienerpølser Ca. 28 stk 2.00 kg,15238,941
763,King Oscar Ansjosfilet  50.00 g,21802,1253
764,Tonitto Iskrem Tiramisu  1.00 l,23184,1298
765,Strøm-Larsen Kjøttfullt Fårikålkjøtt av Lam Ferskt 2.00 kg,36532,2998
766,Toro Rosmarin Tørket 42.00 g,6229,434
767,Iceland Sweet & Sour Kylling med Ris  500.00 g,31596,2623
768,FlowFood Plantebaserte Stekte Boller  240.00 g,31229,2518
769,Gilde Storfe Pepperbiff  390.00 g,25803,1573
770, Tiramisù 2 porsjoner 180.00 g,28283,2007
771,"Nøtteliten Økologiske Paranøtter Rå, Usaltet 150.00 g",29740,2257
772,Santa Maria Tellicherry pepper Med kvern 70.00 g,550,73
773,Gilde Sosisser  400.00 g,27038,1744
774,Kanda Holy Smoke Storfeburger 2 Stk 300.00 g,31035,2443
775,Sevan Guacamole  150.00 g,30468,2355
776,REMA 1000 Halve Pærer  460.00 g,8676,607
777,Toro Rømmegrøt  186.00 g,691,91
778,Helios Kardemomme Økologisk 23.00 g,29681,2238
779,Stanges Gårdsprodukter Kyllingbryst Med Pancetta og Kryddersmør 260.00 g,26152,1616
780,Helios Mango Økologisk 110.00 g,29579,2205
781,Prior Wienerpølse Kylling & kalkun 8 Stk 520.00 g,33143,2937
782,Fiskeriet Rød Lodderogn  80.00 g,28120,1960
783,Kongshaug Krabbe Frosne Fylte Krabbeskjell  1.00 stk,30863,2412
784,Strøm-Larsen Ferskt Kjøttfullt Fårikålkjøtt Av Lam 1.00 kg,15244,942
785,Grønne Folk Fersk Kikertcurry  370.00 g,28326,2025
786,Toro Persille Tørket  15.00 g,6208,430
787,Den Gode Baker Økologiske Grove Baguetter Halvstekte 5.00 stk,31236,2525
788,REMA 1000 Aprikoser Halve  410.00 g,16359,986
789,Iceland Kylling Tikka Biryani  750.00 g,31600,2626
790,East Coast Stekt Peking Andefilet  620.00 g,31044,2450
791,Rørosmeieriet Økologisk Yoghurt Med Tyttebær 450.00 g,27282,1788
792,Grimsøy Eddikessens 35% Klar 500.00 ml,21241,1219
793, Pampas Ytrefilet 100% Grass fed 200.00 g,29499,2187
794,REMA 1000 Soyaolje  1.00 l,8290,553
795,Findus Wok Creamy Coconut Med Tilsatt Saus 400.00 g,32771,2873
796,Solvinge Hel Kylling Rå  1600.00 g,4150,297
797,Strøm-Larsen Hel Ytrefilet av Okse  2.00 kg,15262,948
798,Munsj Lomper Frekk Oregano  8.00 stk,32669,2845
799,Patak's Naanbrød Original Mini 4 stk 240.00 g,29212,2151
800,REMA 1000 Turmix med Sjokolade  50.00 g,28097,1954
801,Elins Drøm Knekkebrød Original  150.00 g,31038,2446
802,Stølsvidda Filetbacon av Fjellgris Skivet 250.00 g,31499,2599
803,Helios Cashewnøtter Økologisk Usaltet 150.00 g,30250,2322
804,Helios Gurkemeie Økologisk 25.00 g,29684,2241
805,Nordfjord Røkt Kjøttpølse Skinnfri  600.00 g,32376,2776
806,Tine Frokostyoghurt Jordbær  1.00 l,32134,2742
807,Eimealt Kombucha Hylleblomst  250.00 ml,31265,2544
808,Tine Piano Sjokopudding Uten tilsatt sukker 0.50 l,29168,2140
809,Kos Kos Crème Brûlée 2x133g 266.00 g,25628,1556
810,Old El Paso Old El Paso Tortilla Pockets 8 stk 223.00 g,32944,2919
811,Knorr Lasagne Til 4 Porsjoner 262.00 g,5389,383
812,Helios Pastasaus Mild Økologisk 380.00 g,20254,1181
813,Brødr Ringstad Grov Østfolding Grov Pølse 3.00 stk,31894,2704
814,Tine Biola Sesong Tropisk uten  1.00 l,31336,2564
815,"Domstein Laksebiff Uten Skinn Garantert Beinfri, Oppdrett 4.00 stk",30660,2385
816,Gilde Skikkelige Kjøttboller  15.00 stk,32540,2825
817,Gilde Røkt Julepølse  400.00 g,9026,649
818,Gaea Organic Olives Pitted Kalamata Økologisk 150.00 g,28164,1977
819,Tine TINE Julebrunost Krydret 500.00 g,26710,1695
820,Hardanger Bakeri Grove Rundstykker 7 stk 415.00 g,32925,2917
821,Polly Polly Ovnsristede Mandler Småsulten 125.00 g,13489,871
822,Saitaku Saitaku riseddik  150.00 ml,9923,724
823,Helios Pastasaus Bolognese Økologisk 350.00 g,30510,2370
824, Västerbottensost  450.00 g,29340,2178
825,Nordfjord Kjøttkaker  1.00 kg,18256,1082
826,Iceland Vegetarburgere 4 stk 320.00 g,31597,2624
827,Q-meieriene Yoghurt Mousse Pasjonsfrukt  130.00 g,31360,2571
828,Cardini´s Cæsar Dressing  350.00 ml,22237,1264
829,Toro Toro Meksikansk Gryte Glutenfri 183.00 g,26829,1708
830, Gresk Feta PDO Økologisk 200.00 g,18595,1099
831,FlowFood Plantebaserte Nuggets  240.00 g,31175,2500
832,Likemeat Schnitzel  180.00 g,31147,2493
833,Kavli Salamiost Tube  175.00 g,32668,2844
834, Steinovnsbakte Flerkornsbaguetter  250.00 g,29608,2217
835,REMA 1000 Amerikansk Potetsalat  400.00 g,25386,1531
836,Stanges Gårdsprodukter Peppersaus  250.00 ml,18166,1073
837,Ask Gård Passe Fennikel Salami  255.00 g,31256,2538
838,Delikat Grønnere Middag Med Bygg Og Bønner 300.00 g,19276,1132
839,Helios Fiken Økologisk 150.00 g,20311,1189
840,Tine Litago Sjokolade Lettere  0.50 l,12049,797
841,Stanges Gårdsprodukter Rå Vinger av Landkylling  400.00 g,24439,1423
842,REMA 1000 Tørkede Erter Gule  500.00 g,8302,555
843, Grillpølse Kylling Halal  400.00 g,27646,1847
